༄༅༅། །རྒྱ་གར་སྐད་དུ། ཨཱརྱ་ཨ་ཛཱ་ཏ་ཤ་ཏྲུ་ཀཽ་ཀྲྀཏྟྱ་བི་ནོ་ད་ན་ནཱ་མ་མ་ཧཱ་ཡཱ་ན་སཱུ་ཏྲ། བོད་སྐད་དུ།
འཕགས་པ་མ་སྐྱེས་དགྲའི་འགྱོད་པ་བསལ་བ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། ||| The Noble Great Vehicle Sūtra Eliminating Ajātaśatru’s Remorse
།རྒྱལ་པོའི་ཁབ་ཀྱི་གྲོང་ཁྱེར་ཆེན་པོ་ནས་ཀྱང་ཆོས་ཉན་པར་འདོད་པ་སྲོག་ཆགས་སྟོང་ཕྲག་མང་པོ་དག་བྱུང་སྟེ། ||| Many thousands of beings who wished to hear the Dharma came forth from the city of Rājagṛha.
རྒྱལ་པོ་མ་སྐྱེས་དགྲའི་ཁབ་ཀྱི་སྒོ་ན་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལ་མཆོད་པ་བྱེད་པའི་ལས་བྱ་བའི་ཕྱིར་འདུག་པར་གྱུར་ཏོ། ||| They stood in the gateway to King Ajātaśatru’s residence in order to venerate Mañjuśrī Kumārabhūta.
།དེ་ནས་དེའི་ཚེ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པས་རྐང་པའི་མཐེ་བོས་ས་ཆེན་པོ་འདི་ལ་བསྣུན་ནོ། །བསྣུན་མ་ཐག་ཏུ་ཡང་ས་ཆེན་པོ་འདི་ཐམས་ཅད་རྒྱུ་བཻ་དཱུརྱ་ལས་བྱས་པར་གྱུར་ཏོ། ། ||| At that moment, Mañjuśrī Kumārabhūta pressed his big toe to the earth, whereupon the entire earth immediately became composed of beryl.
དེ་ནས་རྒྱལ་པོའི་ཁབ་ཀྱི་སྐྱེས་པ་དང་། བུད་མེད་དང་། ཁྱེའུ་དང་། བུ་མོ་ཐམས་ཅད་ཀྱིས་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་དང་། བྱང་ཆུབ་སེམས་དཔའ་དེ་དག་དང་། ཉན་ཐོས་ཆེན་པོ་དེ་དག་མཐོང་བ་ནི་འདི་ལྟ་སྟེ། དཔེར་ན་མེ་ལོང་ཤིན་ཏུ་གསལ་བའི་ནང་དུ་བཞིན་མཐོང་བ་དེ་བཞིན་དུ་དེ་དག་གིས་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་འཁོར་དང་བཅས་པ་མཐོང་ངོ་། ||| The men, women, boys, and girls of Rājagṛha beheld Mañjuśrī Kumārabhūta, the bodhisattvas, and the great hearers in the following manner: they perceived Mañjuśrī Kumārabhūta and his retinue as clearly as one sees one’s own face in a clear mirror.
།དེ་ནས་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པས་ཅི་ནས་ཀྱང་སྲོག་ཆགས་བརྒྱད་ཁྲི་བཞི་སྟོང་གིས་ཆོས་ལ་ཆོས་ཀྱི་མིག་རྣམ་པར་དག་པ་དང་། སྲོག་ཆགས་ལྔ་བརྒྱས་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་པར་འགྱུར་བ་དེ་ལྟ་དེ་ལྟར་ཆོས་བཤད་དོ། ||| Then Mañjuśrī Kumārabhūta gave a Dharma teaching that ensured that eighty-four thousand beings purified the Dharma eye with respect to phenomena and that five hundred beings developed the mind directed toward unsurpassed and perfect awakening.
།དེ་ནས་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་སྟན་ལས་ལངས་ཏེ། དགེ་སློང་གི་དགེ་འདུན་དང་། འཁོར་དང་བཅས་ཏེ་རྒྱལ་པོ་མ་སྐྱེས་དགྲའི་ཁབ་ནས་བྱུང་ངོ་། ||| Mañjuśrī Kumārabhūta then rose from his seat, and together with the saṅgha of monks and the retinue he left the residence of King Ajātaśatru.
།རྒྱལ་པོ་མ་སྐྱེས་དགྲ་ཡང་འཁོར་དང་བཅས་ཏེ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པའི་ཕྱི་བཞིན་དུ་འབྲངས་པ་ལས་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལམ་དུ་ཞུགས་པས་ཕྱོགས་གཞན་ཞིག་ན་མི་ཞིག་གིས་མའི་སྲོག་བཅད་ནས་དེ་ཤིང་ཞིག་གི་དྲུང་ན་ངུ་ཞིང་མྱ་ངན་བྱེད་ལ། བདག་གིས་སྡིག་པའི་ལས་བྱས་ཀྱིས། བདག་ནི་ངེས་པར་སེམས་ཅན་དམྱལ་བར་འགྲོའོ་ཞེས་ཟེར་ཞིང་འདུག་པ་མཐོང་སྟེ། ||| King Ajātaśatru and his retinue followed after Mañjuśrī Kumārabhūta. When Mañjuśrī Kumārabhūta had set out on the road, at one place he encountered a man who was sitting under a tree, weeping and miserable over the fact that he had killed his mother. The man lamented, “I have committed an evil act. I will definitely go to hell.”
མི་དེ་ཡང་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པས་འདུལ་བར་གྱུར་པ་ཞིག་གོ། །དེ་ནས་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པས་སྐྱེས་བུ་དེ་གདུལ་བའི་ཕྱིར་སྐྱེས་བུ་གཞན་ཞིག་མངོན་པར་སྤྲུལ་ཏོ། ||| Mañjuśrī Kumārabhūta decided to guide that man, so he emanated another person, as well as that person’s two parents, in order to guide that man.
།སྐྱེས་བུ་དེའི་ཕ་མ་ཡང་མངོན་པར་སྤྲུལ་ཏོ། །དེ་ནས་སྐྱེས་བུ་སྤྲུལ་པ་དེ་ཕ་མ་དང་འགྲོགས་ཏེ། སྐྱེས་བུ་མ་གསོད་པ་དེ་ག་ལ་བ་དེར་སོང་ནས་ཧ་ཅང་ཡང་རྒྱང་མི་རིང་བ་ཞིག་ནས། ||| Then the emanated person and his parents began to approach the man who had murdered his mother until they arrived at a close distance.
ཅི་ནས་ཀྱང་སྐྱེས་བུ་ཡང་དག་པ་དེས་མཐོང་བར་འགྱུར་བ་དེ་ལྟར་རྩོད་པར་གྱུར་ཏེ། ||| Ensuring that the real person would see them, they started arguing.
བུས་སྨྲས་པ། ལམ་ནི་འདི་ཡིན་ནོ། ། ||| The son yelled, “This is the right road!”
ཕ་དང་མས་སྨྲས་པ། བུ་ལམ་འདི་མ་ཡིན་ནོ་ཞེས་དེ་དག་འཐབ་པར་གྱུར་པ་ལས་སྐྱེས་བུ་སྤྲུལ་པ་དེས་ཕ་དང་མའི་སྲོག་བཅད་པར་གྱུར་པ་དང་། ||| The parents replied, “No, son, this is not the right road!”
སྐྱེས་བུ་ཡང་དག་པས་སྐྱེས་བུ་དེའི་ཕ་དང་མའི་སྲོག་བཅད་པ་མཐོང་ངོ་། ||| As they argued in this fashion, the emanated person murdered his parents while the real person witnessed the emanated person’s murder of his parents.
དེ་ནས་སྤྲུལ་པའི་སྐྱེས་བུ་དེས་ཕ་མའི་སྲོག་བཅད་ནས་སྐྱེས་བུ་ཡང་དག་པ་དེ་ག་ལ་བ་དེར་སོང་སྟེ། ||| Once he had murdered his parents, the emanated person went over to the real person.
ངུ་ཞིང་མཆི་མས་བརྣངས་ནས། བདག་གིས་སྡིག་པའི་ལས་བྱས་ཏེ་བདག་གིས་ཕ་དང་མའི་སྲོག་བཅད་པས་བདག་ནི་ངེས་པར་སེམས་ཅན་དམྱལ་བར་མཆིའོ་ཞེས་དེ་སྐད་སྨྲས་པ་དང་། ||| Weeping and choking on his tears, he said, “I have committed an evil act. Having murdered my parents, I will definitely go to hell.”
སྐྱེས་བུ་ཡང་དག་པས་དེ་ཐོས་ནས་འདི་སྙམ་དུ་གྱུར་ཏོ། །བདག་གིས་ནི་མ་འབའ་ཞིག་གི་སྲོག་བཅད་དུ་ཟད་ཀྱི། ||| Hearing this, the real person thought, “I have only murdered my mother, whereas this person has murdered both his parents.
སྐྱེས་བུ་འདིས་ནི་ཕ་མ་གཉི་གའི་སྲོག་བཅད་པས་སྐྱེས་བུ་འདིས་སྡིག་པའི་ལས་ཆེར་བྱས་ཀྱིས། ||| This person’s evil deeds are greater.
འདི་གར་འགྲོ་བར་བདག་ཀྱང་དེར་འགྲོ་བར་འགྱུར་རོ་སྙམ་པ་དང་། ||| Wherever he is going, I will go too.”
སྤྲུལ་པའི་སྐྱེས་བུ་དེ་ངུ་ཞིང་ཀྱེ་སྐྱེས་བུ་བདག་ནི་བཅོམ་ལྡན་འདས་ཤཱཀྱ་ཐུབ་པའི་དྲུང་དུ་མཆིའོ། ||| The emanated person wept, crying, “Listen, sir! I must go to the blessed Śākyamuni.
།དེ་ཅིའི་ཕྱིར་ཞེ་ན། ||| Why so?
བཅོམ་ལྡན་འདས་དེ་ནི་སེམས་ཅན་མགོན་མེད་པ་རྣམས་ཀྱི་མགོན། ||| The Blessed One is the protector of beings without a protector.
སེམས་ཅན་འཇིགས་པ་རྣམས་ལ་མི་འཇིགས་པ་སྦྱིན་པར་མཛད་པ་ཡིན་གྱིས། ||| He gives freedom from fear to fearful beings.
བཅོམ་ལྡན་འདས་དེ་ཅི་གསུང་བ་བཞིན་དུ་ནན་ཏན་བྱའོ་ཞེས་དེ་སྐད་སྨྲས་ཏེ། ||| I will earnestly do whatever the Blessed One says.”
དེ་ནས་སྤྲུལ་པའི་སྐྱེས་བུ་དེ་སོང་བ་དང་། སྐྱེས་བུ་ཡང་དག་པ་དེ་ཡང་སྐྱེས་བུ་འདི་གར་འགྲོ་བར་བདག་ཀྱང་དེར་འགྲོ་བར་འགྱུར་གྱིས། བདག་ཀྱང་དེར་འགྲོའོ་ཞེས་དེའི་ཕྱི་བཞིན་དུ་འབྲངས་སོ། ||| Then the emanated person left, and the real person said, “I will go wherever he goes, so I shall go too,” and so he followed after him.
།དེ་ནས་སྤྲུལ་པའི་སྐྱེས་བུ་དེས་བཅོམ་ལྡན་འདས་ག་ལ་བ་དེར་སོང་སྟེ་ཕྱིན་པ་དང་། ||| The emanated person then went before the blessed Śākyamuni.
བཅོམ་ལྡན་འདས་ཀྱི་ཞབས་ལ་མགོ་བོས་ཕྱག་འཚལ་ནས་བཅོམ་ལྡན་འདས་ལ་འདི་སྐད་ཅེས་གསོལ་ཏོ། །བཅོམ་ལྡན་འདས་བདག་གིས་ཕ་མའི་སྲོག་བཅད་ན་བཅོམ་ལྡན་འདས་བདག་ལ་སྐྱབས་མཛད་པར་གསོལ། ||| Bowing his head to the Blessed One’s feet, he said, “Blessed One, I have murdered my parents. Thus, Blessed One, please give me protection.
བདག་གིས་དེ་ཇི་ལྟར་བགྱི། ||| What should I do?”
དེ་ནས་བཅོམ་ལྡན་འདས་ཀྱིས་སྤྲུལ་པའི་སྐྱེས་བུ་དེ་ལ་ལེགས་སོ་ཞེས་བྱ་བ་བྱིན་ནས། ལེགས་སོ་ལེགས་སོ། ||| The Blessed One then offered his approval to the emanated person, saying, “Excellent, excellent.
